"Index","FCHI.Adjusted"
"2007-04-13",5789.33984375
"2007-04-16",5861.97021484375
"2007-04-17",5858.14013671875
"2007-04-18",5835.9501953125
"2007-04-19",5829.0400390625
"2007-04-20",5938.89990234375
"2007-04-23",5917.31982421875
"2007-04-24",5886.02978515625
"2007-04-25",5947.330078125
"2007-04-26",5944.43994140625
"2007-04-27",5930.77001953125
"2007-04-30",5960.0400390625
"2007-05-02",5990.1298828125
"2007-05-03",6004.27978515625
"2007-05-04",6068.830078125
"2007-05-07",6071.47998046875
"2007-05-08",6034.25
"2007-05-09",6051.6298828125
"2007-05-10",6012.759765625
"2007-05-11",6050.6298828125
"2007-05-14",6026.419921875
"2007-05-15",6049.759765625
"2007-05-16",6017.91015625
"2007-05-17",6027
"2007-05-18",6101.14013671875
"2007-05-21",6089.91015625
"2007-05-22",6089.72021484375
"2007-05-23",6120.2001953125
"2007-05-24",6048.31005859375
"2007-05-25",6057.490234375
"2007-05-28",6071.47021484375
"2007-05-29",6056.39013671875
"2007-05-30",6042.14990234375
"2007-05-31",6104
"2007-06-01",6168.14990234375
"2007-06-04",6125.81005859375
"2007-06-05",6078.5400390625
"2007-06-06",5977.8701171875
"2007-06-07",5890.490234375
"2007-06-08",5883.2900390625
"2007-06-11",5940.08984375
"2007-06-12",5898.16015625
"2007-06-13",5934.27001953125
"2007-06-14",6047.22998046875
"2007-06-15",6105.27978515625
"2007-06-18",6087.14990234375
"2007-06-19",6071.669921875
"2007-06-20",6093.2900390625
"2007-06-21",6029.7900390625
"2007-06-22",6023.25
"2007-06-25",6002.85009765625
"2007-06-26",5953.35986328125
"2007-06-27",5941.669921875
"2007-06-28",6006.31005859375
"2007-06-29",6054.93017578125
"2007-07-02",6026.9501953125
"2007-07-03",6069.83984375
"2007-07-04",6098.080078125
"2007-07-05",6059.52978515625
"2007-07-06",6102.68994140625
"2007-07-09",6104.66015625
"2007-07-10",6019.22021484375
"2007-07-11",6001.08984375
"2007-07-12",6103.0498046875
"2007-07-13",6117.9599609375
"2007-07-16",6125.60009765625
"2007-07-17",6099.2099609375
"2007-07-18",5995.97021484375
"2007-07-19",6065.5
"2007-07-20",5957.16015625
"2007-07-23",6009.16015625
"2007-07-24",5907.47021484375
"2007-07-25",5837.10986328125
"2007-07-26",5675.0498046875
"2007-07-27",5643.9599609375
"2007-07-30",5646.35986328125
"2007-07-31",5751.080078125
"2007-08-01",5654.2998046875
"2007-08-02",5682.06982421875
"2007-08-03",5597.89013671875
"2007-08-06",5532.990234375
"2007-08-07",5620.39990234375
"2007-08-08",5749.2900390625
"2007-08-09",5624.77978515625
"2007-08-10",5448.6298828125
"2007-08-13",5569.27978515625
"2007-08-14",5478.66015625
"2007-08-15",5442.72021484375
"2007-08-16",5265.47021484375
"2007-08-17",5363.6298828125
"2007-08-20",5399.3798828125
"2007-08-21",5418.77978515625
"2007-08-22",5518.169921875
"2007-08-23",5523.330078125
"2007-08-24",5569.3798828125
"2007-08-27",5590.5400390625
"2007-08-28",5474.169921875
"2007-08-29",5520.02001953125
"2007-08-30",5592.52978515625
"2007-08-31",5662.7001953125
"2007-09-03",5651.27001953125
"2007-09-04",5672.72021484375
"2007-09-05",5551.5498046875
"2007-09-06",5576.6201171875
"2007-09-07",5430.10009765625
"2007-09-10",5386.43017578125
"2007-09-11",5478.93994140625
"2007-09-12",5508.009765625
"2007-09-13",5565.97021484375
"2007-09-14",5538.919921875
"2007-09-17",5439.3701171875
"2007-09-18",5549.35009765625
"2007-09-19",5730.81982421875
"2007-09-20",5688.759765625
"2007-09-21",5700.64990234375
"2007-09-24",5692.490234375
"2007-09-25",5641.58984375
"2007-09-26",5690.77001953125
"2007-09-27",5733.3701171875
"2007-09-28",5715.68994140625
"2007-10-01",5773.259765625
"2007-10-02",5799.27001953125
"2007-10-03",5806.18017578125
"2007-10-04",5804.39013671875
"2007-10-05",5843.240234375
"2007-10-08",5829.39990234375
"2007-10-09",5861.93017578125
"2007-10-10",5838.490234375
"2007-10-11",5862.830078125
"2007-10-12",5843.9501953125
"2007-10-15",5807.43994140625
"2007-10-16",5774.35986328125
"2007-10-17",5818.7998046875
"2007-10-18",5767.240234375
"2007-10-19",5740.47998046875
"2007-10-22",5661.27001953125
"2007-10-23",5705.0498046875
"2007-10-24",5674.669921875
"2007-10-25",5760.2998046875
"2007-10-26",5794.8701171875
"2007-10-29",5836.18994140625
"2007-10-30",5803.93017578125
"2007-10-31",5847.9501953125
"2007-11-01",5730.919921875
"2007-11-02",5720.419921875
"2007-11-05",5684.6201171875
"2007-11-06",5709.419921875
"2007-11-07",5683.22021484375
"2007-11-08",5631.6298828125
"2007-11-09",5524.18017578125
"2007-11-12",5535.56005859375
"2007-11-13",5538.91015625
"2007-11-14",5613.60009765625
"2007-11-15",5561.1298828125
"2007-11-16",5523.6298828125
"2007-11-19",5432.56982421875
"2007-11-20",5506.68017578125
"2007-11-21",5381.2998046875
"2007-11-22",5416.10009765625
"2007-11-23",5521.169921875
"2007-11-26",5458.39013671875
"2007-11-27",5434.169921875
"2007-11-28",5561.2099609375
"2007-11-29",5598.10986328125
"2007-11-30",5670.56982421875
"2007-12-03",5629.4599609375
"2007-12-04",5547.2099609375
"2007-12-05",5659.06982421875
"2007-12-06",5673.759765625
"2007-12-07",5718.75
"2007-12-10",5750.919921875
"2007-12-11",5724.759765625
"2007-12-12",5743.31982421875
"2007-12-13",5590.91015625
"2007-12-14",5605.35986328125
"2007-12-17",5514.8798828125
"2007-12-18",5509.3701171875
"2007-12-19",5497.419921875
"2007-12-20",5511.4501953125
"2007-12-21",5602.77001953125
"2007-12-24",5614.27978515625
"2007-12-27",5627.47998046875
"2007-12-28",5627.25
"2007-12-31",5614.080078125
"2008-01-02",5550.35986328125
"2008-01-03",5546.080078125
"2008-01-04",5446.7900390625
"2008-01-07",5452.830078125
"2008-01-08",5495.669921875
"2008-01-09",5435.419921875
"2008-01-10",5400.43017578125
"2008-01-11",5371.41015625
"2008-01-14",5403.509765625
"2008-01-15",5250.81982421875
"2008-01-16",5225.39013671875
"2008-01-17",5157.08984375
"2008-01-18",5092.39990234375
"2008-01-21",4744.4501953125
"2008-01-22",4842.5400390625
"2008-01-23",4636.759765625
"2008-01-24",4915.2900390625
"2008-01-25",4878.1201171875
"2008-01-28",4848.2998046875
"2008-01-29",4941.4501953125
"2008-01-30",4873.56982421875
"2008-01-31",4869.7900390625
"2008-02-01",4978.06005859375
"2008-02-04",4973.64013671875
"2008-02-05",4776.85986328125
"2008-02-06",4816.43017578125
"2008-02-07",4723.7998046875
"2008-02-08",4709.64990234375
"2008-02-11",4682.7001953125
"2008-02-12",4840.7099609375
"2008-02-13",4855.39990234375
"2008-02-14",4858.64990234375
"2008-02-15",4771.7900390625
"2008-02-18",4861.7998046875
"2008-02-19",4885.830078125
"2008-02-20",4812.81005859375
"2008-02-21",4858.85009765625
"2008-02-22",4824.5498046875
"2008-02-25",4919.259765625
"2008-02-26",4973.06982421875
"2008-02-27",4968.81982421875
"2008-02-28",4865.22998046875
"2008-02-29",4790.66015625
"2008-03-03",4742.66015625
"2008-03-04",4675.91015625
"2008-03-05",4756.419921875
"2008-03-06",4678.0498046875
"2008-03-07",4618.9599609375
"2008-03-10",4566.990234375
"2008-03-11",4627.68994140625
"2008-03-12",4697.10009765625
"2008-03-13",4630.18994140625
"2008-03-14",4592.14990234375
"2008-03-17",4431.0400390625
"2008-03-18",4582.58984375
"2008-03-19",4555.9501953125
"2008-03-20",4533.72021484375
"2008-03-25",4692
"2008-03-26",4676.68017578125
"2008-03-27",4719.52978515625
"2008-03-28",4695.919921875
"2008-03-31",4707.06982421875
"2008-04-01",4866
"2008-04-02",4911.97021484375
"2008-04-03",4887.8701171875
"2008-04-04",4900.8798828125
"2008-04-07",4944.60009765625
"2008-04-08",4912.68994140625
"2008-04-09",4874.97021484375
"2008-04-10",4859.419921875
"2008-04-11",4797.93017578125
"2008-04-14",4766.490234375
"2008-04-15",4780.68017578125
"2008-04-16",4855.10009765625
"2008-04-17",4862.14013671875
"2008-04-18",4961.68994140625
"2008-04-21",4910.35009765625
"2008-04-22",4872.64013671875
"2008-04-23",4944.64990234375
"2008-04-24",4929.5498046875
"2008-04-25",4978.2099609375
"2008-04-28",5012.75
"2008-04-29",4977.10009765625
"2008-04-30",4996.5400390625
"2008-05-02",5069.7099609375
"2008-05-05",5063.35986328125
"2008-05-06",5040.919921875
"2008-05-07",5075.31005859375
"2008-05-08",5055.580078125
"2008-05-09",4960.56005859375
"2008-05-12",4976.2099609375
"2008-05-13",4998.669921875
"2008-05-14",5055.240234375
"2008-05-15",5057.509765625
"2008-05-16",5078.0400390625
"2008-05-19",5142.10009765625
"2008-05-20",5054.8798828125
"2008-05-21",5027.5498046875
"2008-05-22",5028.740234375
"2008-05-23",4933.77001953125
"2008-05-26",4937.83984375
"2008-05-27",4906.56005859375
"2008-05-28",4971.10986328125
"2008-05-29",4975.89990234375
"2008-05-30",5014.27978515625
"2008-06-02",4935.2099609375
"2008-06-03",4983.7099609375
"2008-06-04",4915.06982421875
"2008-06-05",4907.06005859375
"2008-06-06",4795.31982421875
"2008-06-09",4799.3798828125
"2008-06-10",4761.080078125
"2008-06-11",4660.91015625
"2008-06-12",4672.2998046875
"2008-06-13",4682.2998046875
"2008-06-16",4657.740234375
"2008-06-17",4686.330078125
"2008-06-18",4618.75
"2008-06-19",4591.39013671875
"2008-06-20",4509.27001953125
"2008-06-23",4511.3701171875
"2008-06-24",4473.759765625
"2008-06-25",4536.2900390625
"2008-06-26",4426.18994140625
"2008-06-27",4397.31982421875
"2008-06-30",4434.85009765625
"2008-07-01",4341.2099609375
"2008-07-02",4296.47998046875
"2008-07-03",4343.990234375
"2008-07-04",4266
"2008-07-07",4342.58984375
"2008-07-08",4275.60986328125
"2008-07-09",4339.66015625
"2008-07-10",4231.56005859375
"2008-07-11",4100.64013671875
"2008-07-14",4142.52978515625
"2008-07-15",4061.14990234375
"2008-07-16",4112.4501953125
"2008-07-17",4225.990234375
"2008-07-18",4299.35986328125
"2008-07-21",4327.14013671875
"2008-07-22",4327.259765625
"2008-07-23",4408.740234375
"2008-07-24",4347.990234375
"2008-07-25",4377.18017578125
"2008-07-28",4324.4501953125
"2008-07-29",4320.490234375
"2008-07-30",4400.5498046875
"2008-07-31",4392.35986328125
"2008-08-01",4314.33984375
"2008-08-04",4280.6298828125
"2008-08-05",4386.35009765625
"2008-08-06",4448.330078125
"2008-08-07",4457.43017578125
"2008-08-08",4491.85009765625
"2008-08-11",4538.490234375
"2008-08-12",4518.47998046875
"2008-08-13",4402.97021484375
"2008-08-14",4420.91015625
"2008-08-15",4453.6201171875
"2008-08-18",4448.83984375
"2008-08-19",4332.7900390625
"2008-08-20",4365.8701171875
"2008-08-21",4304.60986328125
"2008-08-22",4400.4501953125
"2008-08-25",4355.8701171875
"2008-08-26",4368.5498046875
"2008-08-27",4373.080078125
"2008-08-28",4461.490234375
"2008-08-29",4482.60009765625
"2008-09-01",4472.1298828125
"2008-09-02",4539.06982421875
"2008-09-03",4447.1298828125
"2008-09-04",4304.009765625
"2008-09-05",4196.66015625
"2008-09-08",4340.18017578125
"2008-09-09",4293.33984375
"2008-09-10",4283.66015625
"2008-09-11",4249.06982421875
"2008-09-12",4332.66015625
"2008-09-15",4168.97021484375
"2008-09-16",4087.39990234375
"2008-09-17",4000.11010742188
"2008-09-18",3957.86010742188
"2008-09-19",4324.8701171875
"2008-09-22",4223.509765625
"2008-09-23",4139.81982421875
"2008-09-24",4114.5400390625
"2008-09-25",4226.81005859375
"2008-09-26",4163.3798828125
"2008-09-29",3953.47998046875
"2008-09-30",4032.10009765625
"2008-10-01",4054.5400390625
"2008-10-02",3963.28002929688
"2008-10-03",4080.75
"2008-10-06",3711.97998046875
"2008-10-07",3732.21997070312
"2008-10-08",3496.88989257812
"2008-10-09",3442.69995117188
"2008-10-10",3176.48999023438
"2008-10-13",3531.5
"2008-10-14",3628.52001953125
"2008-10-15",3381.07006835938
"2008-10-16",3181
"2008-10-17",3329.919921875
"2008-10-20",3448.51000976562
"2008-10-21",3475.39990234375
"2008-10-22",3298.17993164062
"2008-10-23",3310.8701171875
"2008-10-24",3193.7900390625
"2008-10-27",3067.35009765625
"2008-10-28",3114.919921875
"2008-10-29",3402.57006835938
"2008-10-30",3407.82006835938
"2008-10-31",3487.07006835938
"2008-11-03",3527.96997070312
"2008-11-04",3691.09008789062
"2008-11-05",3618.11010742188
"2008-11-06",3387.25
"2008-11-07",3469.1201171875
"2008-11-10",3505.75
"2008-11-11",3336.40991210938
"2008-11-12",3233.9599609375
"2008-11-13",3269.4599609375
"2008-11-14",3291.46997070312
"2008-11-17",3182.03002929688
"2008-11-18",3217.39990234375
"2008-11-19",3087.88989257812
"2008-11-20",2980.419921875
"2008-11-21",2881.26000976562
"2008-11-24",3172.11010742188
"2008-11-25",3209.56005859375
"2008-11-26",3169.85009765625
"2008-11-27",3250.38989257812
"2008-11-28",3262.67993164062
"2008-12-01",3080.42993164062
"2008-12-02",3152.89990234375
"2008-12-03",3166.64990234375
"2008-12-04",3161.15991210938
"2008-12-05",2988.01000976562
"2008-12-08",3247.47998046875
"2008-12-09",3297.80004882812
"2008-12-10",3320.31005859375
"2008-12-11",3306.1298828125
"2008-12-12",3213.60009765625
"2008-12-15",3185.65991210938
"2008-12-16",3251.65991210938
"2008-12-17",3241.919921875
"2008-12-18",3234.14990234375
"2008-12-19",3225.89990234375
"2008-12-22",3151.36010742188
"2008-12-23",3128.40991210938
"2008-12-24",3116.2099609375
"2008-12-29",3130.71997070312
"2008-12-30",3217.1298828125
"2008-12-31",3217.96997070312
"2009-01-02",3349.68994140625
"2009-01-05",3359.919921875
"2009-01-06",3396.21997070312
"2009-01-07",3346.09008789062
"2009-01-08",3324.330078125
"2009-01-09",3299.5
"2009-01-12",3246.1201171875
"2009-01-13",3197.88989257812
"2009-01-14",3052
"2009-01-15",2995.8798828125
"2009-01-16",3016.75
"2009-01-19",2989.68994140625
"2009-01-20",2925.28002929688
"2009-01-21",2905.57006835938
"2009-01-22",2869.6201171875
"2009-01-23",2849.13989257812
"2009-01-26",2955.3701171875
"2009-01-27",2954.53002929688
"2009-01-28",3076.01000976562
"2009-01-29",3009.75
"2009-01-30",2973.919921875
"2009-02-02",2930.05004882812
"2009-02-03",2982.38989257812
"2009-02-04",3068.98999023438
"2009-02-05",3066.2900390625
"2009-02-06",3122.7900390625
"2009-02-09",3134.8701171875
"2009-02-10",3020.75
"2009-02-11",3027.71997070312
"2009-02-12",2964.34008789062
"2009-02-13",2997.86010742188
"2009-02-16",2962.21997070312
"2009-02-17",2875.22998046875
"2009-02-18",2874.07006835938
"2009-02-19",2872.60009765625
"2009-02-20",2750.55004882812
"2009-02-23",2727.8701171875
"2009-02-24",2708.05004882812
"2009-02-25",2696.919921875
"2009-02-26",2744.84008789062
"2009-02-27",2702.47998046875
"2009-03-02",2581.4599609375
"2009-03-03",2554.55004882812
"2009-03-04",2675.67993164062
"2009-03-05",2569.6298828125
"2009-03-06",2534.44995117188
"2009-03-09",2519.2900390625
"2009-03-10",2663.67993164062
"2009-03-11",2674.19995117188
"2009-03-12",2694.25
"2009-03-13",2705.6298828125
"2009-03-16",2791.65991210938
"2009-03-17",2767.28002929688
"2009-03-18",2760.34008789062
"2009-03-19",2776.98999023438
"2009-03-20",2791.13989257812
"2009-03-23",2869.57006835938
"2009-03-24",2874.38989257812
"2009-03-25",2893.44995117188
"2009-03-26",2892.07006835938
"2009-03-27",2840.6201171875
"2009-03-30",2719.34008789062
"2009-03-31",2807.34008789062
"2009-04-01",2839.61010742188
"2009-04-02",2992.06005859375
"2009-04-03",2958.73999023438
"2009-04-06",2929.75
"2009-04-07",2902.31005859375
"2009-04-08",2921.06005859375
"2009-04-09",2974.17993164062
"2009-04-14",3000.21997070312
"2009-04-15",2985.73999023438
"2009-04-16",3038.17993164062
"2009-04-17",3091.9599609375
"2009-04-20",2969.39990234375
"2009-04-21",2973.93994140625
"2009-04-22",3025.23999023438
"2009-04-23",3008.6201171875
"2009-04-24",3102.85009765625
"2009-04-27",3102.42993164062
"2009-04-28",3051.02001953125
"2009-04-29",3116.93994140625
"2009-04-30",3159.85009765625
"2009-05-04",3237.96997070312
"2009-05-05",3225
"2009-05-06",3283.51000976562
"2009-05-07",3251.52001953125
"2009-05-08",3312.59008789062
"2009-05-11",3248.669921875
"2009-05-12",3231.10009765625
"2009-05-13",3152.89990234375
"2009-05-14",3156.2900390625
"2009-05-15",3169.05004882812
"2009-05-18",3245.38989257812
"2009-05-19",3274.9599609375
"2009-05-20",3303.3701171875
"2009-05-21",3217.40991210938
"2009-05-22",3227.96997070312
"2009-05-25",3236.15991210938
"2009-05-26",3270.09008789062
"2009-05-27",3294.86010742188
"2009-05-28",3263.69995117188
"2009-05-29",3277.64990234375
"2009-06-01",3379.48999023438
"2009-06-02",3378.0400390625
"2009-06-03",3309.64990234375
"2009-06-04",3312.03002929688
"2009-06-05",3339.05004882812
"2009-06-08",3289.65991210938
"2009-06-09",3296.72998046875
"2009-06-10",3315.27001953125
"2009-06-11",3334.93994140625
"2009-06-12",3326.13989257812
"2009-06-15",3219.580078125
"2009-06-16",3213.94995117188
"2009-06-17",3161.13989257812
"2009-06-18",3194.06005859375
"2009-06-19",3221.27001953125
"2009-06-22",3123.25
"2009-06-23",3116.82006835938
"2009-06-24",3184.76000976562
"2009-06-25",3163.10009765625
"2009-06-26",3129.72998046875
"2009-06-29",3193.67993164062
"2009-06-30",3140.43994140625
"2009-07-01",3217
"2009-07-02",3116.40991210938
"2009-07-03",3119.51000976562
"2009-07-06",3082.15991210938
"2009-07-07",3048.57006835938
"2009-07-08",3009.7099609375
"2009-07-09",3025.93994140625
"2009-07-10",2983.10009765625
"2009-07-13",3052.080078125
"2009-07-14",3081.8701171875
"2009-07-15",3171.27001953125
"2009-07-16",3199.67993164062
"2009-07-17",3218.4599609375
"2009-07-20",3270.93994140625
"2009-07-21",3302.88989257812
"2009-07-22",3305.07006835938
"2009-07-23",3373.71997070312
"2009-07-24",3366.44995117188
"2009-07-27",3372.36010742188
"2009-07-28",3330.96997070312
"2009-07-29",3365.6201171875
"2009-07-30",3435.48999023438
"2009-07-31",3426.27001953125
"2009-08-03",3477.80004882812
"2009-08-04",3476.3701171875
"2009-08-05",3458.53002929688
"2009-08-06",3477.830078125
"2009-08-07",3521.13989257812
"2009-08-10",3504.5400390625
"2009-08-11",3456.17993164062
"2009-08-12",3507.23999023438
"2009-08-13",3524.38989257812
"2009-08-14",3495.27001953125
"2009-08-17",3419.68994140625
"2009-08-18",3450.68994140625
"2009-08-19",3450.34008789062
"2009-08-20",3505.32006835938
"2009-08-21",3615.81005859375
"2009-08-24",3652.169921875
"2009-08-25",3680.61010742188
"2009-08-26",3668.34008789062
"2009-08-27",3648.53002929688
"2009-08-28",3693.13989257812
"2009-08-31",3653.5400390625
"2009-09-01",3583.43994140625
"2009-09-02",3573.1298828125
"2009-09-03",3553.51000976562
"2009-09-04",3598.76000976562
"2009-09-07",3652.830078125
"2009-09-08",3660.9599609375
"2009-09-09",3707.68994140625
"2009-09-10",3705.8701171875
"2009-09-11",3734.88989257812
"2009-09-14",3730.61010742188
"2009-09-15",3752.2099609375
"2009-09-16",3813.7900390625
"2009-09-17",3835.27001953125
"2009-09-18",3827.84008789062
"2009-09-21",3812.15991210938
"2009-09-22",3823.52001953125
"2009-09-23",3821.7900390625
"2009-09-24",3758.36010742188
"2009-09-25",3739.13989257812
"2009-09-28",3825
"2009-09-29",3814.10009765625
"2009-09-30",3795.40991210938
"2009-10-01",3720.77001953125
"2009-10-02",3649.89990234375
"2009-10-05",3675.01000976562
"2009-10-06",3770.2099609375
"2009-10-07",3756.40991210938
"2009-10-08",3806.81005859375
"2009-10-09",3799.61010742188
"2009-10-12",3845.80004882812
"2009-10-13",3801.38989257812
"2009-10-14",3882.669921875
"2009-10-15",3883.830078125
"2009-10-16",3827.60009765625
"2009-10-19",3892.36010742188
"2009-10-20",3871.44995117188
"2009-10-21",3873.21997070312
"2009-10-22",3820.85009765625
"2009-10-23",3808.23999023438
"2009-10-26",3744.44995117188
"2009-10-27",3743.94995117188
"2009-10-28",3663.78002929688
"2009-10-29",3714.02001953125
"2009-10-30",3607.68994140625
"2009-11-02",3639.4599609375
"2009-11-03",3584.25
"2009-11-04",3670.330078125
"2009-11-05",3708.72998046875
"2009-11-06",3707.2900390625
"2009-11-09",3785.48999023438
"2009-11-10",3785.59008789062
"2009-11-11",3814.38989257812
"2009-11-12",3808.07006835938
"2009-11-13",3806.01000976562
"2009-11-16",3863.15991210938
"2009-11-17",3829.06005859375
"2009-11-18",3828.15991210938
"2009-11-19",3760.21997070312
"2009-11-20",3729.36010742188
"2009-11-23",3813.169921875
"2009-11-24",3784.6201171875
"2009-11-25",3809.15991210938
"2009-11-26",3679.22998046875
"2009-11-27",3721.44995117188
"2009-11-30",3680.14990234375
"2009-12-01",3775.73999023438
"2009-12-02",3795.919921875
"2009-12-03",3799.11010742188
"2009-12-04",3846.6201171875
"2009-12-07",3840.05004882812
"2009-12-08",3785.30004882812
"2009-12-09",3757.38989257812
"2009-12-10",3798.3798828125
"2009-12-11",3803.71997070312
"2009-12-14",3830.43994140625
"2009-12-15",3834.09008789062
"2009-12-16",3875.82006835938
"2009-12-17",3830.82006835938
"2009-12-18",3794.43994140625
"2009-12-21",3872.06005859375
"2009-12-22",3898.3798828125
"2009-12-23",3910.75
"2009-12-24",3912.72998046875
"2009-12-28",3947.14990234375
"2009-12-29",3959.97998046875
"2009-12-30",3935.5
"2009-12-31",3936.330078125
"2010-01-04",4013.96997070312
"2010-01-05",4012.90991210938
"2010-01-06",4017.669921875
"2010-01-07",4024.80004882812
"2010-01-08",4045.13989257812
"2010-01-11",4043.09008789062
"2010-01-12",4000.05004882812
"2010-01-13",4000.86010742188
"2010-01-14",4015.77001953125
"2010-01-15",3954.3798828125
"2010-01-18",3977.4599609375
"2010-01-19",4009.669921875
"2010-01-20",3928.94995117188
"2010-01-21",3862.15991210938
"2010-01-22",3820.78002929688
"2010-01-25",3781.85009765625
"2010-01-26",3807.0400390625
"2010-01-27",3759.80004882812
"2010-01-28",3688.7900390625
"2010-01-29",3739.4599609375
"2010-02-01",3762.01000976562
"2010-02-02",3812.1298828125
"2010-02-03",3793.46997070312
"2010-02-04",3689.25
"2010-02-05",3563.76000976562
"2010-02-08",3607.27001953125
"2010-02-09",3612.76000976562
"2010-02-10",3635.61010742188
"2010-02-11",3616.75
"2010-02-12",3599.07006835938
"2010-02-15",3609.21997070312
"2010-02-16",3669.0400390625
"2010-02-17",3725.2099609375
"2010-02-18",3747.830078125
"2010-02-19",3769.5400390625
"2010-02-22",3756.69995117188
"2010-02-23",3707.06005859375
"2010-02-24",3715.67993164062
"2010-02-25",3640.77001953125
"2010-02-26",3708.80004882812
"2010-03-01",3769.5400390625
"2010-03-02",3811.919921875
"2010-03-03",3842.52001953125
"2010-03-04",3828.40991210938
"2010-03-05",3910.419921875
"2010-03-08",3903.5400390625
"2010-03-09",3910.01000976562
"2010-03-10",3943.55004882812
"2010-03-11",3928.94995117188
"2010-03-12",3927.39990234375
"2010-03-15",3890.90991210938
"2010-03-16",3938.94995117188
"2010-03-17",3957.88989257812
"2010-03-18",3938.17993164062
"2010-03-19",3925.43994140625
"2010-03-22",3928
"2010-03-23",3952.55004882812
"2010-03-24",3949.81005859375
"2010-03-25",4000.47998046875
"2010-03-26",3988.92993164062
"2010-03-29",4000.65991210938
"2010-03-30",3987.40991210938
"2010-03-31",3974.01000976562
"2010-04-01",4034.22998046875
"2010-04-06",4053.93994140625
"2010-04-07",4026.96997070312
"2010-04-08",3978.4599609375
"2010-04-09",4050.5400390625
"2010-04-12",4050.5
"2010-04-13",4031.98999023438
"2010-04-14",4057.69995117188
"2010-04-15",4065.64990234375
"2010-04-16",3986.6298828125
"2010-04-19",3970.46997070312
"2010-04-20",4026.64990234375
"2010-04-21",3977.669921875
"2010-04-22",3924.64990234375
"2010-04-23",3951.30004882812
"2010-04-26",3997.38989257812
"2010-04-27",3844.60009765625
"2010-04-28",3787
"2010-04-29",3840.6201171875
"2010-04-30",3816.98999023438
"2010-05-03",3828.4599609375
"2010-05-04",3689.2900390625
"2010-05-05",3636.03002929688
"2010-05-06",3556.11010742188
"2010-05-07",3392.59008789062
"2010-05-10",3720.2900390625
"2010-05-11",3693.19995117188
"2010-05-12",3733.8701171875
"2010-05-13",3731.5400390625
"2010-05-14",3560.36010742188
"2010-05-17",3543.55004882812
"2010-05-18",3617.32006835938
"2010-05-19",3511.669921875
"2010-05-20",3432.52001953125
"2010-05-21",3430.73999023438
"2010-05-24",3430.92993164062
"2010-05-25",3331.2900390625
"2010-05-26",3408.59008789062
"2010-05-27",3525.31005859375
"2010-05-28",3515.06005859375
"2010-05-31",3507.56005859375
"2010-06-01",3503.080078125
"2010-06-02",3501.5
"2010-06-03",3557.34008789062
"2010-06-04",3455.61010742188
"2010-06-07",3413.71997070312
"2010-06-08",3380.36010742188
"2010-06-09",3446.77001953125
"2010-06-10",3516.63989257812
"2010-06-11",3555.52001953125
"2010-06-14",3626.0400390625
"2010-06-15",3661.51000976562
"2010-06-16",3675.92993164062
"2010-06-17",3683.080078125
"2010-06-18",3687.2099609375
"2010-06-21",3736.14990234375
"2010-06-22",3705.32006835938
"2010-06-23",3641.7900390625
"2010-06-24",3555.36010742188
"2010-06-25",3519.72998046875
"2010-06-28",3576.44995117188
